CUSIP,Issuer,Issue Date,Maturity Date,Coupon Rate,Price,Par Value,Market Value,Rating,Sector
MQZ4MAV18,H2M5SN,1984-6-11,2038-12-2,0.86,115.37,119.32,8586.86,BB,Consumer Staples
D297WK955,OS5RW8,2017-2-20,2027-1-26,8.75,117.08,514.41,9524.11,A,Consumer Discretionary
S52NQ1Q3F,SX67GD,1992-8-28,2045-6-27,0.33,103.34,473.71,3602.31,BB,Technology
SS03LV28P,68I36E,1992-1-16,2031-10-10,1.08,107.58,160.72,8691.04,CCC,Finance
569I58P3Q,5IKHRJ,2018-3-10,2047-3-9,3.56,95.6,343.57,2175.99,CCC,Consumer Discretionary
3IIKSVEJ3,1RSW4I,2012-2-6,2033-2-9,6.28,99.85,177.4,4875.1,C,Finance
WKHX8K7KE,9DT2RZ,2005-6-5,2036-9-23,9.08,92.69,707.91,2251.82,BBB,Utilities
DWSHEHEWP,FNR2MN,2023-3-26,2042-5-7,7.12,110.9,970.54,2198.2,AA,Real Estate
MLRFJ7S70,SLHHBF,1982-4-22,2029-7-28,7.33,109.14,241.45,8173.04,B,Technology
P39BQM5GT,X6L3XD,2006-9-20,2044-2-27,1.66,86.09,601.47,9497.1,A,Consumer Discretionary
A5LN5XKPG,YJNIUD,2017-10-16,2046-4-27,1.23,116.45,908.38,8230.77,BB,Healthcare
4TS2AZ2F0,40ZB46,2000-5-28,2031-12-5,9.01,82.91,221.37,6594.25,BBB,Industrials
8CIAB4XA4,BPQSNF,1984-2-22,2049-10-24,6.26,104.74,676.01,4999.33,BB,Utilities
DQSDESEVM,4O4KA6,1992-11-28,2050-9-20,2.8,96.89,943.82,4074.41,AAA,Finance
MAG862OAN,CLQMTE,2017-5-24,2044-3-21,1.05,111.71,548.79,6323.91,AAA,Real Estate
UT2CTH3K2,665V1K,1996-7-12,2029-1-28,2.97,96.25,853.0,8285.22,B,Finance
9W0PN53NO,U9NPR4,2007-5-16,2048-3-9,6.83,97.93,156.71,4932.2,B,Industrials
C74AT4HSH,3H3LP4,2021-12-20,2033-9-28,6.77,101.28,796.42,9305.8,CCC,Consumer Discretionary
XN20ZASJI,SHI4P9,2020-8-7,2046-3-13,8.44,106.3,303.01,4482.34,AAA,Healthcare
9OOMLADZ7,APP1PN,2014-6-20,2041-4-2,1.85,115.71,480.85,4864.78,BBB,Technology
U7A42A67S,8W2W7X,1983-9-2,2031-1-22,7.25,117.81,478.69,7638.55,AA,Healthcare
ETMI1ZB7X,19QGIS,1983-7-13,2048-6-8,0.77,85.21,401.01,6405.33,D,Consumer Staples
KWN6REX6L,Y9LOVZ,2003-12-21,2048-7-12,1.38,99.39,724.42,7435.78,C,Technology
WNA28LRYP,X03LE7,2003-5-28,2036-6-2,8.23,88.42,335.48,5438.18,BB,Technology
3DLKB436O,7X7T8Q,2000-7-22,2045-10-18,8.84,95.22,111.95,4394.55,BBB,Materials
HC9TC4R81,H9P101,2000-10-6,2037-9-3,8.21,100.19,884.02,7846.17,D,Healthcare
5HEK5I3K1,TOCL8Y,2020-12-5,2040-10-14,0.9,103.53,731.95,3780.36,D,Energy
K8P27AX4G,AYYGQ4,2022-5-8,2030-4-18,7.85,81.59,716.02,7365.84,A,Energy
KAT4X5QAX,WDSYL5,2022-5-27,2050-10-22,8.88,115.77,391.93,4040.08,C,Technology
V51K2BIW8,NH2KDC,1992-11-10,2034-5-25,0.66,92.08,211.79,8076.99,C,Materials
TKKET4OA2,MRG0GR,1998-6-17,2041-7-14,8.67,112.5,604.3,7498.34,A,Finance
IH4DN5K2R,G9BZJ1,2000-6-5,2044-8-5,8.3,87.13,766.37,2087.98,CC,Real Estate
60AQ94F5S,ANGYBM,1992-2-17,2031-3-11,2.71,85.22,826.9,5290.91,AAA,Utilities
0JN0W1HO9,K40MND,1985-4-2,2040-5-11,8.85,98.23,609.13,7476.5,A,Healthcare
MU59S7BNY,23Q6ED,1980-11-1,2028-2-16,2.77,112.82,723.08,1402.56,D,Real Estate
7E4YJIY0R,4IT12N,1998-6-16,2024-10-8,8.99,111.87,110.04,2867.87,AA,Real Estate
NEB6HJX2B,524Y3T,1987-7-23,2030-11-9,9.4,97.87,318.01,9803.28,BBB,Real Estate
WDU6LMA9D,B3YE5Y,2020-6-22,2039-8-10,2.52,81.75,725.99,8390.08,B,Technology
BW6PPEY8Y,25CJBX,1999-6-11,2034-11-4,4.3,101.56,138.79,7104.01,D,Real Estate
1DZV57LYG,OHTXN9,2002-3-9,2042-3-17,2.14,116.85,479.61,7124.32,AAA,Materials
0TW49F7Y5,4A6MZ6,1999-12-20,2040-9-19,6.09,80.29,829.34,4243.74,BB,Consumer Discretionary
R36PJNIPK,0VXE9T,1998-2-24,2046-2-8,3.83,95.45,210.89,5823.61,CCC,Healthcare
CSR2MUDRF,00YVCD,1988-10-16,2046-8-15,3.59,98.79,877.49,8098.83,D,Technology
C5MIR9MVG,UF8TH1,2018-12-10,2044-11-21,8.06,80.18,394.08,5511.73,CC,Healthcare
4Y9ZHYU6K,U7SG3Y,2000-5-28,2038-2-27,3.5,89.26,151.9,8732.23,A,Healthcare
CQJVYUY3P,IFR37E,2003-11-2,2049-8-15,2.3,80.56,559.6,5760.26,BBB,Finance
JIFKPUCEF,QHHMF0,2002-1-6,2036-6-28,6.43,98.15,342.27,1431.42,BB,Utilities
LJ7J33MIG,4WHNSW,2023-12-2,2039-9-8,0.54,105.16,167.92,6879.68,B,Finance
I2MVUP12E,ALG8N7,2012-3-5,2037-6-12,2.95,114.6,950.88,4922.37,B,Healthcare
WO3978E15,QIO30U,2004-4-11,2040-6-7,9.77,116.92,669.92,6723.48,AA,Finance
DAEH1QWRB,AUOIQM,2005-3-21,2045-11-21,5.79,111.29,788.32,1165.9,C,Healthcare
S8Y0S65D7,ZOGAZC,1981-12-19,2042-9-17,1.53,117.22,226.8,7819.7,AA,Consumer Discretionary
VCCUUFS6A,AJX29N,2014-10-17,2033-8-26,4.67,84.46,782.99,3211.9,BBB,Utilities
72CBRIJQW,VD0GF5,1992-9-28,2041-5-20,5.21,94.65,365.6,1416.92,D,Technology
FDXTSCLHS,OJRNRU,2013-1-17,2033-2-27,4.8,98.68,789.29,2006.25,BB,Materials
4SI0YOYWD,BWXL5F,1981-6-19,2045-10-24,3.26,110.81,943.07,5500.14,CCC,Utilities
RG9XW8Q6G,BEHZM8,2000-8-5,2028-6-12,5.43,82.36,278.53,4767.03,AAA,Real Estate
VYEJHGQP7,J0UYPG,1986-9-26,2038-9-22,9.4,102.3,585.38,6743.87,AAA,Utilities
487CLUY7G,Z14JGS,1999-5-2,2039-9-13,4.25,98.73,676.72,3966.46,BBB,Utilities
4367HYFIX,Y3Y502,2018-8-22,2027-11-24,8.3,100.21,563.14,2713.55,BB,Materials
PLIQ1G3XK,MCU7P0,1990-4-2,2047-9-10,0.19,93.98,483.39,9769.0,CC,Healthcare
OQ2Y8KBT2,Y36DXT,2016-6-21,2037-9-19,5.69,82.75,145.72,1947.31,BB,Consumer Discretionary
ZF2OP74KU,VL6Z04,2008-6-14,2041-11-26,5.16,98.17,435.08,2031.81,BB,Finance
8V64J6BIM,GY744U,1991-6-18,2032-10-4,7.3,83.78,828.52,5665.69,CC,Materials
G39K00F8Q,GZMNTR,1993-7-4,2043-7-18,3.58,115.32,936.14,2546.48,C,Materials
TIGA2U30O,9WP9SO,2014-1-17,2043-4-7,9.35,107.52,879.55,8144.05,C,Energy
2Q5TCMNAU,F8F56Z,2007-5-14,2044-9-2,9.31,117.75,388.03,6224.12,BBB,Finance
0V41GO5PX,6GYTXR,1981-1-19,2039-10-3,0.7,119.02,262.84,5313.44,AAA,Energy
CCYE2JHPV,JJC3N5,2002-9-23,2032-9-22,5.6,89.78,780.88,9194.98,CCC,Technology
4EJ4AI9NL,DVRVV1,2002-1-17,2037-2-19,0.81,92.81,418.17,2999.17,AA,Energy
JN1LXD1CD,LR6YRK,2020-9-15,2040-10-7,3.06,85.85,609.64,2532.21,BBB,Consumer Staples
BZVSA3ACH,878WO5,1985-9-15,2027-7-7,7.31,103.76,988.79,2383.62,C,Consumer Staples
SY92DWVDC,8E7LYX,2011-2-24,2035-5-14,2.26,96.87,719.24,8446.59,AAA,Technology
WUI17QD3Q,SEIK3P,1997-4-27,2043-7-7,1.18,98.47,586.45,1894.11,CCC,Industrials
TRKY35CNF,VZLIGW,2006-5-10,2050-7-14,5.28,83.35,706.87,2727.39,B,Healthcare
2LEPYJY4R,JAVVJ7,1991-4-26,2050-4-6,4.51,112.15,992.19,1243.79,C,Technology
XWBZ61WAI,LUA28I,2012-4-6,2046-8-1,6.47,119.63,634.23,1710.43,AAA,Industrials
6M5UR9ZVX,78Q3NP,1999-6-24,2035-4-23,7.49,90.14,866.46,5842.37,BB,Materials
L2J4Y98N4,927YL3,1985-6-17,2043-1-7,7.81,95.56,632.41,6106.11,AAA,Industrials
9F3H5GL4P,9AZ6Q7,2011-8-14,2036-11-23,5.37,94.17,598.0,4348.69,AA,Technology
6PHU2MYBA,0B5ZO1,2012-7-17,2027-6-20,9.52,109.05,654.97,7666.55,B,Utilities
WCM86Z5JR,O7AQ06,1999-5-11,2047-3-16,3.23,102.36,916.04,2974.12,C,Materials
T5L16PDZ1,3222SZ,1982-9-16,2045-1-21,6.22,113.97,809.34,2800.14,BB,Consumer Staples
ILXTLD3M1,NAAWTZ,2012-11-7,2029-12-13,8.08,98.3,918.82,9724.95,CCC,Technology
OEEPLNODM,6WHS07,1983-9-21,2041-4-22,6.53,84.83,539.54,4076.37,BBB,Finance
SMJTAGFCD,QN1VCP,1992-4-2,2044-3-18,9.47,96.88,145.85,4014.17,CCC,Finance
FTOKX9JFR,4EAJOW,1999-2-8,2048-1-12,4.01,88.77,723.58,2455.7,AA,Utilities
VYN2P6LY7,BOVTE6,2016-2-23,2026-12-7,1.67,109.14,435.66,5303.07,C,Energy
7N9TUAYL9,WOEN1C,1985-8-17,2049-11-19,9.0,86.97,902.45,9790.93,AA,Industrials
8THXG31O5,UUGXNR,1999-3-13,2035-5-4,7.09,106.63,585.1,9279.17,CCC,Industrials
S654FCAC1,DX10Y8,2001-9-23,2025-9-15,3.48,108.77,812.78,2286.46,B,Energy
D8RQ5N70S,9LC4BQ,2014-1-20,2045-7-21,6.96,93.45,900.71,3310.66,B,Consumer Discretionary
VCFJIK3KK,O5DT68,2004-8-15,2040-2-22,2.97,91.14,535.45,2511.12,BB,Finance
MKTYL7XBQ,S8XQ71,2018-5-22,2037-3-19,9.25,112.46,661.57,2739.95,D,Real Estate
NQXVVEUR5,YYPF6H,2007-7-25,2035-4-4,7.78,92.09,812.82,4745.71,A,Consumer Staples
7I2MUTAHX,ECQQ91,2006-4-13,2044-5-3,3.07,96.23,951.76,3823.65,A,Consumer Discretionary
NC5C4701I,SQFPWU,2021-7-18,2040-11-16,5.07,84.58,296.16,9984.11,C,Energy
MAYIAQDHJ,ZRLWDR,2013-10-5,2028-2-1,0.47,106.9,598.52,2453.95,BB,Technology
NJLEC9A2D,LAWCKC,2022-6-3,2033-8-11,9.38,107.27,370.18,6363.19,AAA,Real Estate
KE0RDUOFZ,NTZRCD,2001-4-17,2038-6-4,3.89,98.89,806.62,2680.64,AA,Real Estate
VBGZFE7NO,GCEMXC,2010-5-18,2034-9-8,3.19,95.38,259.24,9903.88,BB,Industrials
P0JJTOFDR,TWELEO,1985-7-19,2037-11-1,5.92,85.82,132.43,7403.12,CCC,Consumer Staples
WCBXALDBC,7M60WC,2013-9-10,2037-5-9,5.5,90.87,696.01,7918.48,B,Consumer Discretionary
Z17IG8ONT,BRDYC6,1999-7-1,2030-10-13,9.89,119.29,174.06,2429.96,D,Technology
DICVQ9QNW,EO49NG,2020-9-24,2024-7-18,2.74,100.73,725.44,7533.28,CCC,Finance
M9IKYYHOB,19UWIK,2018-5-7,2047-1-11,6.28,107.62,802.07,6852.61,CC,Energy
4XKM10B74,862H5P,2018-10-25,2043-12-23,1.98,106.05,181.08,5808.65,CCC,Healthcare
Z3NBRYWKM,QD41SY,1984-10-18,2040-7-22,9.54,95.09,704.59,8241.56,D,Real Estate
8LHP9WCV6,SQB0UV,1985-5-11,2027-10-15,9.46,102.42,477.12,8894.73,A,Finance
ZLILPQR8L,ISLGUI,2014-5-6,2035-11-11,6.72,102.81,702.42,2816.51,CCC,Consumer Staples
T4ZAXX03R,2D4P2V,1993-5-20,2043-9-9,3.08,102.08,468.21,1270.95,AAA,Consumer Staples
JOHQW8NTI,UUPDB0,1984-11-1,2027-12-12,7.06,89.98,291.76,2945.93,C,Healthcare
2KLY9X90H,7VVKX9,2006-6-21,2034-9-8,6.4,113.34,289.18,4827.5,AAA,Consumer Staples
IILXAI2JY,4IHM1K,2012-7-11,2036-9-28,6.16,108.36,911.93,1570.41,AA,Real Estate
GPA7WIQ4N,HM4QNF,2011-6-22,2042-11-23,6.03,112.57,281.55,8576.37,B,Materials
MTA6H9QJP,RVGP22,2008-5-13,2025-5-21,8.29,97.94,914.93,6911.15,D,Consumer Discretionary
UVEFV450X,7FJ3RP,2000-12-27,2027-6-17,8.04,84.83,320.25,2411.73,BB,Real Estate
1FHYBB0QB,CFTOMN,2017-5-18,2038-1-25,2.2,87.12,353.6,2558.5,B,Real Estate
VI9OUYORP,SZPPTM,1980-7-9,2043-2-27,0.59,119.11,920.54,9929.68,B,Consumer Staples
42NRVD1VW,1C63QK,1985-8-22,2033-1-12,3.46,98.74,705.44,6820.16,D,Energy
SAT2O5ZM1,R5V108,1999-8-14,2043-10-23,2.57,115.79,211.14,4673.94,BBB,Real Estate
RS30KMOOP,FERBPK,2023-11-4,2032-6-28,6.26,85.93,299.32,5210.19,AA,Materials
2B2FFOS4E,EWM33O,1987-11-25,2037-11-19,1.25,96.54,872.3,6461.82,AA,Real Estate
86J5XNO4W,OSL2KV,1998-5-24,2034-7-25,4.36,107.4,593.82,3583.5,AAA,Consumer Staples
M6Q5UNL7O,AV1MXK,1980-9-27,2039-6-16,2.1,106.28,460.61,5389.78,B,Utilities
ZBLJUTQI2,POUCLA,1990-4-10,2036-8-13,0.74,117.74,934.05,7902.35,B,Utilities
I085IQBZ2,QOY8FK,2012-8-22,2049-2-8,8.94,85.46,344.64,7820.25,C,Consumer Staples
L7OX76IEM,59ZJVE,2011-5-26,2028-4-20,6.54,102.17,275.77,5624.11,A,Industrials
C625L2Q2Q,VNHF97,2011-2-7,2045-4-21,1.06,98.62,138.79,2873.3,CCC,Energy
RKTI0SG1V,I5J7SR,2006-2-26,2048-3-23,6.69,110.73,226.65,6346.89,CC,Materials
J1EFX331P,KHPVK6,1998-9-7,2040-12-15,3.58,119.22,208.05,5053.66,CC,Finance
39MUY3AD7,IUHKL9,1998-6-10,2037-1-7,2.69,112.77,717.78,2997.72,AA,Consumer Discretionary
1ZKDVTOUE,IUIGAM,1995-3-19,2049-2-9,4.42,104.3,947.42,3328.15,AA,Energy
H85NFMQJ1,JWBE7V,2007-1-5,2050-9-11,7.01,81.96,488.36,2819.72,CC,Consumer Staples
JDAIE9T8C,DEPQTN,1986-4-27,2027-9-26,1.62,96.5,763.22,5317.42,C,Energy
C64JEKUGC,JW102X,1980-6-5,2047-7-1,1.66,118.27,261.43,3653.03,BB,Technology
ABET2JNJN,J1UX4T,1990-12-23,2024-6-6,5.9,103.54,212.38,7043.22,AA,Consumer Discretionary
TE30W6XK2,CRYA7A,2019-8-27,2048-10-3,2.67,107.89,110.1,3172.45,A,Finance
6BEZNCY3F,ZF9VZY,1982-6-10,2044-9-22,3.55,110.13,318.48,1030.67,D,Consumer Discretionary
CNWPOESR5,2Y1EL3,2009-5-7,2031-1-13,2.78,115.31,155.08,4673.3,C,Industrials
LHLYUVC8D,NCNDWH,2005-10-15,2044-7-15,2.29,112.19,271.66,5834.62,C,Healthcare
I89QI82LH,DIPFCI,1989-4-14,2040-3-28,8.37,100.46,266.37,1783.69,AAA,Consumer Staples
Y4BOI3A7A,V8DRWL,1999-5-3,2046-5-13,8.96,103.99,398.89,4168.68,D,Utilities
MP5Z1UQH7,ZHQX1V,2009-12-8,2026-4-9,7.76,96.8,746.26,1079.85,AA,Consumer Discretionary
XP5UYFBE6,XQ2WWB,2022-11-14,2035-2-8,5.29,98.36,323.23,1417.85,CC,Consumer Discretionary
IMUDDL8VW,D69U9T,1983-6-2,2039-11-28,5.04,104.37,993.8,9730.22,AA,Real Estate
TC68Q9VSV,KSPDO9,2004-8-5,2031-8-2,6.29,110.44,889.28,5961.08,CCC,Energy
TERXRIUWM,BWTYB0,1985-8-20,2035-9-27,0.64,100.63,344.85,7721.37,B,Healthcare
ON4PXERJH,PLEQUL,1988-8-15,2041-6-7,5.54,116.86,254.31,3444.26,C,Finance
2Y8XYTF40,UBPX9P,2016-1-24,2046-7-15,3.34,99.94,493.05,4025.79,BBB,Real Estate
JZDBH44TI,KKORR6,1997-8-2,2027-8-28,9.54,119.23,286.38,6288.21,C,Consumer Staples
RHMIFZ3WV,6NFVYK,2003-12-6,2043-1-25,6.31,85.72,118.99,9044.37,BBB,Finance
4WTO341X4,DA277E,1992-2-25,2049-6-15,3.98,111.2,778.83,5444.55,BBB,Consumer Discretionary
V6F17RXZ0,RDPPZR,1998-8-21,2046-2-13,9.82,81.99,673.25,2872.07,B,Consumer Discretionary
UISPRIHDR,K9J8KH,1993-1-23,2048-2-17,6.45,115.81,788.29,9084.85,B,Finance
ORTM7J6B4,F10LRJ,1994-12-9,2027-9-18,1.51,84.32,805.61,4187.69,D,Healthcare
6XE8UJBS7,IA461U,2012-7-25,2050-5-10,6.04,109.54,757.24,8951.46,CCC,Industrials
N4DMCQ1ST,JCC0T8,2001-2-9,2043-8-2,5.56,88.41,463.48,7249.31,BB,Energy
CBZULPE03,6ZXW1D,2018-4-13,2035-10-16,3.37,91.95,999.78,5823.21,B,Materials
1FX1LFX69,R5AVKP,2003-7-19,2034-7-1,5.23,83.12,114.89,8482.46,BBB,Finance
GEYYCP0EO,45ECTW,1983-9-11,2029-10-9,9.27,95.03,805.44,3471.66,C,Real Estate
5T7G9PHDJ,99H60P,1992-4-28,2045-11-16,6.45,98.89,795.16,7335.45,CCC,Technology
YNYAYXOOD,IS2TDN,2001-1-15,2038-3-20,7.34,85.85,104.05,7083.89,BBB,Real Estate
I9WGL4AJE,0UC8KS,2011-5-17,2036-11-23,5.03,108.03,218.95,5395.87,D,Consumer Discretionary
3O9EOJYYO,GCYD4C,2023-4-21,2050-5-22,9.75,88.36,428.27,8595.64,AAA,Consumer Staples
PLNCIGN4T,R7WO8V,2003-8-26,2039-9-11,3.48,95.97,811.78,2658.57,D,Energy
2SHNMDQ07,WXPO1K,2005-6-1,2036-12-10,9.04,86.41,818.22,7681.5,BBB,Energy
CD8D7PWYB,BVIEUR,2000-11-23,2041-1-16,7.26,114.01,313.87,1335.61,AAA,Utilities
0D7E3AQSV,AN4KJU,1997-4-12,2025-12-1,2.34,98.9,116.75,2934.82,A,Consumer Staples
OUKYMRVN8,XDSTUR,2004-3-12,2024-1-14,3.72,113.71,135.81,4701.43,AAA,Industrials
DJ9O33NBD,Z6EZVV,2021-10-26,2042-7-5,4.42,95.67,277.84,4042.25,B,Materials
GNW2M8POA,JRLWE4,2010-1-27,2041-4-16,3.94,112.63,126.1,3391.4,D,Materials
5IFCO8DY8,FXIROL,1995-8-1,2038-10-18,5.56,89.9,655.08,7301.65,C,Consumer Staples
QQST4PBKG,4S9VQU,2012-3-3,2031-12-3,5.44,83.46,366.97,3021.21,BBB,Utilities
RQ0KKDP5E,AY410G,2009-9-27,2043-11-11,8.31,116.3,966.23,1993.05,CC,Consumer Staples
A5ZJ55022,2WYUYV,1981-10-24,2026-10-28,7.45,103.44,508.62,9521.5,D,Technology
YNRILJ0KA,O32I7K,1980-2-18,2026-6-3,9.2,83.19,880.77,6817.62,CC,Industrials
CZDNF63IS,V9T45P,1989-4-13,2040-4-9,0.7,102.73,137.32,7242.0,BBB,Healthcare
X5F2TREMI,RXP7SS,2010-1-12,2029-10-8,7.21,119.88,548.78,2069.82,BB,Utilities
I3Z93TG17,3NJDV3,2003-11-16,2040-6-21,9.12,108.4,484.5,2900.73,AAA,Healthcare
SCOHRK97Z,DZO68M,2004-3-7,2025-5-16,9.6,87.53,693.83,5490.51,D,Industrials
GNJDWX8ZO,6QAJC3,2001-10-20,2035-4-7,5.69,90.22,758.09,8972.35,D,Consumer Staples
3AH79EZH1,4X5KSP,2000-5-17,2047-7-13,9.12,114.18,794.95,2837.56,AA,Consumer Discretionary
T4FOVMHNJ,NIFT6F,2016-1-17,2037-7-6,7.38,107.53,538.97,1206.44,BBB,Materials
KW3U7ES28,5TIOYV,1987-1-15,2037-6-2,3.4,106.5,138.94,8445.88,CCC,Technology
051AAGZCM,K8GZ73,1982-4-5,2044-6-11,4.0,91.03,365.16,8510.74,AA,Healthcare
79WBUKMD5,8IYAUE,2011-11-20,2034-4-22,4.96,108.54,663.76,5607.29,A,Healthcare
TN1TLQNV8,0ROHK3,1998-10-6,2031-4-27,3.06,85.41,411.69,7486.9,D,Finance
FY4KG05MR,4XXICE,1988-4-3,2034-1-15,1.51,94.56,474.96,8719.2,CC,Utilities
R9SUMN4DV,YKEGWT,1985-10-1,2029-11-11,9.66,112.41,267.88,9544.17,AAA,Technology
01NP2LZRG,NOHF5A,1985-4-13,2042-6-28,4.91,81.83,291.03,3971.13,D,Utilities
GTNBZ1JCY,25LBXN,2021-1-18,2034-9-25,0.64,80.88,801.33,9050.91,BBB,Consumer Discretionary
37B8MQNSQ,64RF5D,1981-3-24,2037-8-12,0.95,95.99,755.51,5986.9,AA,Consumer Discretionary
ENDKCJ4K1,I1PUTD,1988-10-3,2043-7-28,0.18,94.38,866.31,3790.4,AA,Utilities
4RVT9R26V,LTXH3S,2009-9-15,2050-11-12,0.93,108.64,482.36,9055.43,CCC,Real Estate
1RB9LFJ00,30L422,1988-9-28,2024-11-21,8.0,95.04,194.72,5296.83,A,Utilities
21L1IFBGY,VFBWXT,1994-10-23,2049-9-9,9.53,97.18,327.68,9049.66,AA,Finance
17R90ETT5,COX9PX,1997-8-6,2048-9-18,0.73,94.05,949.88,3261.29,AAA,Energy
2NVEA66VJ,X2ALZM,1988-3-23,2035-4-26,8.77,85.37,771.74,5378.57,AA,Healthcare
65PHRNC84,RODH9W,1992-4-4,2048-3-2,9.1,119.69,420.89,3166.18,AA,Real Estate
84M3E6MYY,XEHUNS,2023-2-15,2048-4-3,5.39,91.7,238.19,3700.71,B,Finance
ZX6STKOEY,X3WIJV,1983-7-4,2049-10-8,2.74,95.35,189.07,8287.46,B,Healthcare
F4TEYEHMB,2054BW,1980-4-18,2043-10-9,9.29,84.02,941.2,5831.18,BB,Utilities
EOS867H18,SQ0N5W,2005-7-3,2028-8-22,9.79,101.72,513.39,9448.78,BBB,Consumer Staples
JIGBPBMDI,E8VLKV,2001-7-24,2041-7-26,7.48,83.34,821.5,3347.72,BBB,Consumer Discretionary
F3Z5NW5TI,CIAAIV,2000-4-3,2050-5-3,6.73,89.65,115.06,8878.09,BB,Industrials
V9ZDCDJNG,I7WK35,2015-10-1,2031-3-16,3.59,96.46,885.5,4848.29,BBB,Energy
RB4NTU1EA,5BWHT2,1992-8-1,2028-6-14,2.94,86.46,513.67,9520.11,C,Energy
AYLMGB43Y,SA5FPF,2019-12-16,2027-7-22,8.7,101.43,981.01,8580.56,B,Consumer Discretionary
HWEFCKZ90,CF3XST,2018-9-5,2048-10-17,7.03,114.96,462.93,6426.63,BB,Healthcare
406MHZAF2,3BTED6,1987-6-5,2038-9-4,1.28,97.56,633.88,7401.22,CCC,Utilities
1Z16QYKHY,5IXKDL,1997-7-22,2029-5-15,7.11,88.22,724.29,7060.56,BB,Energy
TD3YIJQHT,CHBAP8,1990-5-2,2034-6-2,9.6,109.2,720.21,7724.68,A,Real Estate
G9XX5NRYH,D36R3D,1999-4-21,2050-7-22,3.3,100.18,150.78,8740.62,CCC,Real Estate
68ZJ1G8QC,P0YY97,1980-12-8,2044-5-15,8.38,88.29,865.44,9421.55,BBB,Materials
LFCJ3Z0MG,YCSBC1,1988-12-26,2033-9-1,4.36,96.72,895.61,7994.41,AAA,Industrials
AZ5FXJWUV,XQTWRC,2005-11-20,2043-12-14,6.21,80.0,643.33,8863.86,A,Finance
ZV6G7CESU,M9SCPE,2010-9-25,2046-4-19,7.13,99.7,108.89,7167.49,AAA,Industrials
TK8PVXK3Z,P3MOGF,2001-10-16,2040-11-18,1.35,100.49,975.35,7780.39,BB,Healthcare
2GVBB3I5U,P738LN,2016-12-25,2040-12-15,8.07,100.91,720.78,1537.73,AA,Real Estate
TYG1O0J69,HBY14X,2011-11-22,2040-5-15,5.88,87.61,837.93,5534.79,AA,Finance
I86WA4K6U,T8S8GB,1987-7-3,2032-11-5,8.4,96.76,698.7,4162.53,D,Materials
NUK7QCH59,BFNS38,2000-8-23,2044-1-26,5.51,88.64,114.29,2701.71,BBB,Energy
EIFKQEAYG,RG856U,2017-6-17,2036-5-27,2.3,119.68,379.17,1241.86,BB,Real Estate
KDC0OSMOY,P2GEV4,2000-5-13,2042-4-13,1.54,104.26,210.8,8333.92,B,Materials
ZO944ZN7W,9EDNE4,1985-12-4,2036-2-23,5.92,96.5,562.62,8245.78,A,Technology
J0M5VA2OG,JWDQDL,1980-1-8,2027-4-5,5.15,104.62,717.39,1983.22,B,Real Estate
WCI0JCBH7,5NNHI7,1986-3-25,2027-10-4,5.7,101.75,417.88,7779.39,BBB,Energy
SAKM2KE9B,28FK23,2019-2-1,2033-1-22,0.14,101.42,362.21,4481.05,AAA,Energy
LFS9ZN5TE,CNL9N2,2017-7-15,2028-7-6,9.89,92.36,821.44,2570.74,CC,Industrials
Q1B9QP9IC,U6LP5D,2021-1-9,2025-1-9,6.37,106.41,597.91,6688.72,AA,Consumer Discretionary
4F626SPCL,0FX8I3,1983-4-24,2037-9-3,9.88,100.05,786.99,4581.28,BB,Consumer Discretionary
429QSSE4B,4NAFAL,1986-1-3,2029-4-16,7.07,94.35,411.79,2084.24,BBB,Utilities
6XFHKSBQA,0CLDYT,2006-10-21,2039-8-2,3.0,99.32,591.64,4360.4,AAA,Technology
KKFSADXV6,JNZO78,1983-12-16,2024-4-13,3.5,87.19,671.36,2069.03,C,Consumer Staples
15GPPYV9N,5PSO0Z,2015-10-17,2025-1-24,9.45,93.81,433.44,5069.99,CCC,Technology
CXYQ252FZ,P0BWFZ,2013-7-5,2047-1-7,5.56,86.36,477.59,2521.89,CC,Real Estate
XXS0SXRD5,IP5G88,1992-5-10,2049-9-20,2.23,103.7,850.74,3595.67,C,Technology
1F04GQ8YZ,P9AVRL,2001-2-15,2037-2-17,1.77,105.26,258.29,2989.14,D,Materials
VF5YUYANX,AD0XXS,1996-9-21,2048-9-22,3.95,106.18,778.74,6435.04,CCC,Energy
VL0PSYHAX,KCFC03,1993-8-11,2037-11-23,7.57,82.36,778.26,5974.97,C,Utilities
RNKQCEPKP,P4WB4C,2007-10-25,2037-12-15,2.39,91.48,343.31,3351.03,BBB,Industrials
VNXGXTQJW,K7LY8N,2007-12-26,2041-10-5,2.52,94.94,746.11,6833.1,D,Healthcare
PA6P0HZRN,IVH5PT,2022-12-23,2030-7-12,7.75,87.68,821.63,6414.9,D,Energy
RNPP5XZMG,WTG6W8,2021-1-16,2045-9-9,2.62,105.22,945.95,9891.52,AAA,Materials
VM7Y83LX0,K900A9,1992-10-13,2038-2-8,1.77,81.1,861.67,5398.11,D,Finance
ENTE4CJDY,6JRRIH,1990-11-15,2036-11-6,0.83,110.76,888.85,8041.06,D,Healthcare
IP7QQQL74,9MZHSA,1990-2-24,2036-5-16,7.28,91.76,631.05,4449.12,CC,Technology
